term,z,n_high,n_low
there is,-0.6726069934276374,100,163
evidence for,-0.6730019028776723,30,55
jurisdiction,-0.6770369247487757,10,22
dates,-0.6770369247487757,10,22
steam,-0.6770369247487757,10,22
landlord,-0.6775617877217834,5,13
wear and,-0.6775617877217834,5,13
healthy people,-0.6775617877217834,5,13
feeding,-0.6775617877217834,5,13
managers,-0.6775617877217834,5,13
replaced,-0.6775617877217834,5,13
diets,-0.6845330186586904,20,39
base,-0.6899665752346076,6,15
the full,-0.6899665752346076,6,15
species,-0.6899665752346076,6,15
order,-0.6899665752346076,6,15
but evidence,-0.6899665752346076,6,15
become,-0.6899665752346076,6,15
and local,-0.6899665752346076,6,15
exists,-0.6899665752346076,6,15
leather,-0.6899665752346076,6,15
the original,-0.6899665752346076,6,15
historians,-0.6899665752346076,6,15
structure,-0.6899665752346076,6,15
most manufacturers,-0.6899665752346076,6,15
usage,-0.6899665752346076,6,15
instructions,-0.6958797158887489,11,24
whether the,-0.6958797158887489,11,24
for all,-0.6958797158887489,11,24
areas,-0.6958797158887489,11,24
improves,-0.6958797158887489,11,24
the leak,-0.704010637401609,7,17
inquiries,-0.704010637401609,7,17
allergy,-0.704010637401609,7,17
transmission,-0.704010637401609,7,17
commercial,-0.704010637401609,7,17
mix,-0.704010637401609,7,17
grain-free,-0.704010637401609,7,17
charcoal,-0.704010637401609,7,17
caffeine,-0.7042149983060101,21,41
multiple labels,-0.7139548002111027,27,51
major,-0.7139548002111027,27,51
thickness,-0.7144007313173424,12,26
complex,-0.7189945961307214,8,19
tasks,-0.7189945961307214,8,19
output,-0.7189945961307214,8,19
soreness,-0.7189945961307214,8,19
function,-0.7189945961307214,8,19
the difference,-0.7189945961307214,8,19
sealed,-0.7189945961307214,8,19
effect is,-0.7195176638067615,35,64
in many,-0.7220952366567919,19,38
recommendation,-0.7233702173290256,22,43
which is,-0.7244767038086664,16,33
activity,-0.7244767038086664,16,33
large,-0.730320437696262,50,88
noise,-0.7325871036119846,13,28
suggest,-0.735845133303378,48,85
are,-0.7364756295941344,700,1046
claim is,-0.7367041130915283,55,96
sometimes,-0.738507159708412,41,74
mostly,-0.740862228832313,20,40
each,-0.7420384725966704,23,45
especially,-0.7481375478320769,67,115
small studies,-0.750290021390337,10,23
is small,-0.750290021390337,10,23
provides,-0.7504366900054721,14,30
soft,-0.7591662275953122,21,42
children,-0.7602548279910555,24,47
static stretching,-0.7661855227526739,11,25
net,-0.7666312941294385,4,12
be caused,-0.7666312941294385,4,12
respiratory,-0.7666312941294385,4,12
recharge,-0.7666312941294385,4,12
highway,-0.7666312941294385,4,12
enzymes,-0.7666312941294385,4,12
replacement is,-0.7666312941294385,4,12
core,-0.7666312941294385,4,12
many jurisdictions,-0.7666312941294385,4,12
up the,-0.7666312941294385,4,12
molecules,-0.7666312941294385,4,12
is on,-0.7666312941294385,4,12
recruiters,-0.7666312941294385,4,12
throughput,-0.7666312941294385,4,12
hydrogen,-0.7666312941294385,4,12
normal driving,-0.7666312941294385,4,12
of water,-0.7666312941294385,4,12
the food,-0.7666312941294385,4,12
occurs,-0.7666312941294385,4,12
that,-0.7666735499753281,761,1137
have not,-0.767953704492588,15,32
cardiovascular,-0.7694788108088052,5,14
carbon,-0.7694788108088052,5,14
maximum,-0.7694788108088052,5,14
after the,-0.7694788108088052,5,14
while others,-0.7694788108088052,5,14
gluten sensitivity,-0.7694788108088052,5,14
women,-0.7694788108088052,5,14
structural,-0.7694788108088052,5,14
break down,-0.7694788108088052,5,14
dishwasher,-0.7694788108088052,5,14
that should,-0.7694788108088052,5,14
meets,-0.7694788108088052,5,14
and look,-0.7694788108088052,5,14
lack of,-0.7706468177971078,3,10
the range,-0.7706468177971078,3,10
warnings,-0.7706468177971078,3,10
warns,-0.7706468177971078,3,10
stability,-0.7706468177971078,3,10
suggested,-0.7706468177971078,3,10
is conservative,-0.7706468177971078,3,10
not specific,-0.7706468177971078,3,10
breakdown,-0.7706468177971078,3,10
extended,-0.7706468177971078,3,10
muscle soreness,-0.7706468177971078,3,10
speakers,-0.7706468177971078,3,10
ticket,-0.7706468177971078,3,10
to reach,-0.7706468177971078,3,10
for reducing,-0.7706468177971078,3,10
which are,-0.7706468177971078,3,10
volts,-0.7706468177971078,3,10
exposed to,-0.7706468177971078,3,10
forum,-0.7706468177971078,3,10
in certain,-0.7706468177971078,3,10
soil,-0.7717599182141518,38,70
regular,-0.7746575902415892,48,86
household,-0.7763582167551213,6,16
includes,-0.7763582167551213,6,16
commonly,-0.7763582167551213,6,16
software,-0.7763582167551213,6,16
classic,-0.7763582167551213,6,16
variation,-0.7763582167551213,6,16
vary by,-0.7811213421603131,28,54
factors,-0.7811213421603131,28,54
wifi,-0.7851460784904267,16,34
the current,-0.7857385819875192,7,18
you find,-0.7857385819875192,7,18
dead,-0.7857385819875192,7,18
exposed,-0.7857385819875192,7,18
diagnostic,-0.7857385819875192,7,18
it uses,-0.7873743325544856,2,8
info,-0.7873743325544856,2,8
height and,-0.7873743325544856,2,8
are typically,-0.7873743325544856,2,8
next,-0.7873743325544856,2,8
history and,-0.7873743325544856,2,8
may make,-0.7873743325544856,2,8
changes are,-0.7873743325544856,2,8
vehicle's,-0.7873743325544856,2,8
small sample,-0.7873743325544856,2,8
heat can,-0.7873743325544856,2,8
evidence on,-0.7873743325544856,2,8
outperform,-0.7873743325544856,2,8
the who,-0.7873743325544856,2,8
tend to,-0.7873743325544856,2,8
credit card,-0.7873743325544856,2,8
tend,-0.7873743325544856,2,8
that many,-0.7873743325544856,2,8
properties and,-0.7873743325544856,2,8
interventions,-0.7873743325544856,2,8
on any,-0.7873743325544856,2,8
platforms,-0.7873743325544856,2,8
sets,-0.7873743325544856,2,8
delayed,-0.7873743325544856,2,8
test can,-0.7873743325544856,2,8
enter,-0.7873743325544856,2,8
common in,-0.7873743325544856,2,8
best source,-0.7873743325544856,2,8
differences in,-0.7873743325544856,2,8
found an,-0.7873743325544856,2,8
planning,-0.7873743325544856,2,8
the concept,-0.7873743325544856,2,8
the consensus,-0.7873743325544856,2,8
log,-0.7873743325544856,2,8
translate to,-0.7873743325544856,2,8
or an,-0.7873743325544856,2,8
young,-0.7873743325544856,2,8
difference,-0.7945124432577696,23,46
main,-0.7954527719014901,26,51
average,-0.7954527719014901,26,51
varies by,-0.7963014557706962,20,41
active,-0.7963014557706962,20,41
signs,-0.7967251505227574,8,20
rarely,-0.7967251505227574,8,20
five,-0.7967251505227574,8,20
if not,-0.7967251505227574,8,20
sitting,-0.7979258697245498,13,29
caused by,-0.7979258697245498,13,29
heavy,-0.7979258697245498,13,29
never,-0.8020238359825982,17,36
slightly,-0.8041760639821977,57,101
but they,-0.8064130103370002,50,90
associated with,-0.80876416198219,9,22
patterns,-0.80876416198219,9,22
indicator,-0.80876416198219,9,22
statements,-0.80876416198219,9,22
year,-0.8124868627912948,27,53
against,-0.8131900225636858,48,87
chemical,-0.8136555835549328,14,31
plastics,-0.8136555835549328,14,31
official,-0.8150228755752396,67,117
companies,-0.8214976289876723,10,24
screen,-0.8214976289876723,10,24
gas,-0.8214976289876723,10,24
compare,-0.8283547038505766,25,50
chronic,-0.8346861461515784,11,26
you to,-0.8346861461515784,11,26
muscle,-0.8348803604767573,19,40
vary,-0.8395154246630169,71,124
moisture,-0.844031710730638,45,83
depending,-0.8447686510604905,26,52
depending on,-0.8447686510604905,26,52
combining,-0.8517174137721091,35,67
rule,-0.8523173487316594,81,140
and how,-0.857132331775848,5,15
improvements,-0.857132331775848,5,15
not standard,-0.857132331775848,5,15
lack,-0.857132331775848,5,15
volume,-0.857132331775848,5,15
measurement,-0.857132331775848,5,15
per day,-0.857132331775848,5,15
not fully,-0.857132331775848,5,15
film,-0.857132331775848,5,15
paste,-0.857132331775848,5,15
measurements,-0.857132331775848,5,15
accounts,-0.857132331775848,5,15
is less,-0.8592471566008612,6,17
the manufacturer,-0.8592471566008612,6,17
dedicated,-0.8592471566008612,6,17
meal,-0.8592471566008612,6,17
not significantly,-0.859870245210206,4,13
in children,-0.859870245210206,4,13
your home,-0.859870245210206,4,13
labelled microwave,-0.859870245210206,4,13
varies widely,-0.859870245210206,4,13
immigration,-0.859870245210206,4,13
showed,-0.859870245210206,4,13
between and,-0.859870245210206,4,13
that sounds,-0.859870245210206,4,13
benefit from,-0.859870245210206,4,13
than boiling,-0.859870245210206,4,13
stretching,-0.8599378730622991,17,37
strain,-0.8622874306421642,24,49
the main,-0.8622874306421642,24,49
early,-0.863920395587688,33,64
but that,-0.8645244305365875,7,19
error,-0.8645244305365875,7,19
automatic,-0.8645244305365875,7,19
compounds,-0.8645244305365875,7,19
store,-0.8645244305365875,7,19
exist,-0.8645244305365875,7,19
housing,-0.8645244305365875,7,19
trips,-0.870453951039137,3,11
trials have,-0.870453951039137,3,11
observational studies,-0.870453951039137,3,11
errors,-0.870453951039137,3,11
may require,-0.870453951039137,3,11
cleaned,-0.870453951039137,3,11
is folk,-0.870453951039137,3,11
can produce,-0.870453951039137,3,11
persistent,-0.870453951039137,3,11
effective than,-0.870453951039137,3,11
and individual,-0.870453951039137,3,11
products are,-0.870453951039137,3,11
technical,-0.870453951039137,3,11
caused,-0.8755671125518348,14,32
cases,-0.8755671125518348,14,32
remedy,-0.8755671125518348,14,32
working,-0.8808399907365702,9,23
authority,-0.8808399907365702,9,23
conservative,-0.8808399907365702,9,23
used,-0.881729441991126,55,100
normal,-0.883472032991751,60,108
high,-0.8855588701795415,88,152
many,-0.8873657161170239,310,487
the standard,-0.8907885786796405,10,25
mineral,-0.8907885786796405,10,25
security,-0.8922045716622357,29,58
performance,-0.8922045716622357,29,58
mild,-0.8934841750840633,26,53
given,-0.8947245614868518,2,9
included,-0.8947245614868518,2,9
in their,-0.8947245614868518,2,9
your state's,-0.8947245614868518,2,9
association between,-0.8947245614868518,2,9
asking,-0.8947245614868518,2,9
elevated,-0.8947245614868518,2,9
self-reported,-0.8947245614868518,2,9
eligibility,-0.8947245614868518,2,9
authorities,-0.8947245614868518,2,9
parents,-0.8947245614868518,2,9
human studies,-0.8947245614868518,2,9
from reputable,-0.8947245614868518,2,9
decades,-0.8947245614868518,2,9
movement and,-0.8947245614868518,2,9
they also,-0.8947245614868518,2,9
cure the,-0.8947245614868518,2,9
for chronic,-0.8947245614868518,2,9
via,-0.8947245614868518,2,9
not typical,-0.8947245614868518,2,9
of ophthalmology,-0.8947245614868518,2,9
research and,-0.8947245614868518,2,9
normal use,-0.8947245614868518,2,9
benchmark,-0.8947245614868518,2,9
modern engines,-0.8947245614868518,2,9
standardized,-0.8947245614868518,2,9
attributed,-0.8947245614868518,2,9
synthetic oils,-0.8947245614868518,2,9
attributed to,-0.8947245614868518,2,9
stages model,-0.8947245614868518,2,9
physiology,-0.8947245614868518,2,9
damage to,-0.8947245614868518,2,9
the owner's,-0.8947245614868518,2,9
vegetable,-0.8947245614868518,2,9
for weeks,-0.8947245614868518,2,9
efficacy,-0.8947245614868518,2,9
small or,-0.8947245614868518,2,9
both,-0.8980040819144374,46,86
policy,-0.9086866286814197,27,55
heat,-0.9106156368030548,52,96
application,-0.9127212908415503,12,29
policies,-0.9127212908415503,12,29
physical,-0.9127212908415503,12,29
acidic,-0.9305146228663929,18,40
static,-0.9362324753000159,14,33
correctly,-0.9389551061895266,6,18
survey,-0.9389551061895266,6,18
salary,-0.9389551061895266,6,18
role,-0.9389551061895266,6,18
prolonged,-0.9389551061895266,6,18
at night,-0.9389551061895266,6,18
reasonable,-0.9396250728779295,38,74
many modern,-0.9406082953307061,7,20
count,-0.9406082953307061,7,20
consumption,-0.9406082953307061,7,20
rent,-0.9406082953307061,7,20
food and,-0.9406082953307061,7,20
contact the,-0.9409699595123043,5,16
consistency,-0.9409699595123043,5,16
visual,-0.9409699595123043,5,16
existing,-0.9409699595123043,5,16
modest and,-0.9409699595123043,5,16
mg,-0.9409699595123043,5,16
to change,-0.9409699595123043,5,16
bird,-0.9409699595123043,5,16
deductions,-0.9409699595123043,5,16
drug,-0.9409699595123043,5,16
within,-0.9416158250668192,26,54
with no,-0.944824155073301,8,22
fruit,-0.944824155073301,8,22
humans,-0.944824155073301,8,22
blood pressure,-0.944824155073301,8,22
differences,-0.944824155073301,8,22
uv,-0.944824155073301,8,22
interference,-0.944824155073301,8,22
embassy,-0.944824155073301,8,22
intervals,-0.9476930313734381,23,49
maintenance,-0.9483122958648643,15,35
fluency,-0.9484254100857531,4,14
smart,-0.9484254100857531,4,14
quality and,-0.9484254100857531,4,14
worn,-0.9484254100857531,4,14
thin,-0.9484254100857531,4,14
climate and,-0.9484254100857531,4,14
accidental,-0.9484254100857531,4,14
but not,-0.9497135137627029,111,190
bed,-0.9508789172392418,9,24
nitrogen,-0.9508789172392418,9,24
associated,-0.9508789172392418,9,24
idea,-0.9517908445984989,33,66
code,-0.9575869719613841,20,44
extreme,-0.9582800452015834,10,26
gain,-0.9582800452015834,10,26
eyes,-0.9643501532845483,3,12
for adults,-0.9643501532845483,3,12
assumptions,-0.9643501532845483,3,12
long as,-0.9643501532845483,3,12
and using,-0.9643501532845483,3,12
the surface,-0.9643501532845483,3,12
conflict,-0.9643501532845483,3,12
feet,-0.9666817473378373,11,28
plastic,-0.9700837150377404,28,58
climate,-0.9758349533114983,12,30
pressure,-0.9801741537121516,57,106
hard,-0.9812135473012654,32,65
intake,-0.9842486515209717,22,48
support,-0.9881824500670849,47,90
absorbs,-0.9943824760469474,2,10
on climate,-0.9943824760469474,2,10
oil and,-0.9943824760469474,2,10
over-the-counter,-0.9943824760469474,2,10
pets,-0.9943824760469474,2,10
repaired,-0.9943824760469474,2,10
studies are,-0.9943824760469474,2,10
none,-0.9943824760469474,2,10
and low,-0.9943824760469474,2,10
non-celiac gluten,-0.9943824760469474,2,10
cold weather,-0.9943824760469474,2,10
factors like,-0.9943824760469474,2,10
stimulate,-0.9943824760469474,2,10
pediatric,-0.9943824760469474,2,10
populations,-0.9943824760469474,2,10
results are,-0.9943824760469474,2,10
meters,-0.9943824760469474,2,10
authority's,-0.9943824760469474,2,10
but most,-0.9943824760469474,2,10
components,-0.9943824760469474,2,10
preventing,-0.9943824760469474,2,10
trends,-0.9943824760469474,2,10
formulated,-0.9943824760469474,2,10
some research,-0.9943824760469474,2,10
some evidence,-0.9943824760469474,2,10
designed for,-0.9943824760469474,2,10
for years,-0.9943824760469474,2,10
is used,-0.9943824760469474,2,10
are no,-0.9943824760469474,2,10
roof,-0.9943824760469474,2,10
impact,-0.9957087346730533,14,34
rule is,-0.9974482465914133,19,43
from the,-0.9985982923585954,45,87
direct,-1.0061875409586143,15,36
eye,-1.0087807694032298,34,69
the manual,-1.009766337254544,20,45
universal rule,-1.0142022054271544,7,21
is that,-1.0142022054271544,7,21
original,-1.0142022054271544,7,21
is widely,-1.0155425268103335,8,23
cognitive,-1.0155425268103335,8,23
annual,-1.0155425268103335,8,23
irs,-1.0155425268103335,8,23
retention,-1.0157615462441492,6,19
definitive,-1.0157615462441492,6,19
homes,-1.0157615462441492,6,19
with,-1.0166688886985034,496,771
applied,-1.0213723723836745,5,17
type and,-1.0213723723836745,5,17
spf,-1.0213723723836745,5,17
board,-1.0213723723836745,5,17
additional,-1.0213723723836745,5,17
spec,-1.0213723723836745,5,17
fluid,-1.022054663897346,21,47
have,-1.0229645140635852,422,662
site,-1.0240788815822415,10,27
and sometimes,-1.032836873819955,4,15
death,-1.032836873819955,4,15
form,-1.032836873819955,4,15
interviews,-1.032836873819955,4,15
contamination,-1.032836873819955,4,15
in humans,-1.032836873819955,4,15
it likely,-1.032836873819955,4,15
folk remedy,-1.032836873819955,4,15
depression,-1.032836873819955,4,15
community,-1.032836873819955,4,15
but can,-1.032836873819955,4,15
each component,-1.032836873819955,4,15
from food,-1.032836873819955,4,15
different,-1.035152781693789,42,83
miles,-1.0387497150871576,48,93
insurance,-1.038862069347115,18,42
battery,-1.0424352272400268,110,192
country,-1.04552865990744,13,33
reputable,-1.04552865990744,13,33
voltage,-1.04552865990744,13,33
deductible,-1.053141601348293,3,13
deliberate practice,-1.053141601348293,3,13
as long,-1.053141601348293,3,13
radiofrequency,-1.053141601348293,3,13
tyre,-1.053141601348293,3,13
coatings,-1.053141601348293,3,13
effects on,-1.053141601348293,3,13
light glasses,-1.053141601348293,3,13
reviews have,-1.053141601348293,3,13
statistics,-1.053141601348293,3,13
people with,-1.0540491733987487,14,35
some,-1.0651202091452079,420,662
health,-1.0659197985098168,91,163
during,-1.0678637225408043,32,67
source,-1.0678637225408043,32,67
uses,-1.0723457052697911,16,39
larger,-1.0723457052697911,16,39
can't,-1.0767359643501624,36,74
ask for,-1.0767359643501624,36,74
interval,-1.0767359643501624,36,74
hours,-1.0823617468039268,90,162
protein,-1.0826627186450826,26,57
online,-1.0842435616135355,8,24
pattern,-1.0842435616135355,8,24
glasses,-1.0842435616135355,8,24
screens,-1.0842435616135355,8,24
but no,-1.0853603351048553,9,26
no strong,-1.085494249231699,7,22
results,-1.0862375237304993,30,64
concentration,-1.0876266458090265,2,11
document the,-1.0876266458090265,2,11
not precise,-1.0876266458090265,2,11
municipal,-1.0876266458090265,2,11
non-celiac,-1.0876266458090265,2,11
before bed,-1.0876266458090265,2,11
the federal,-1.0876266458090265,2,11
and they,-1.0876266458090265,2,11
sleep medicine,-1.0876266458090265,2,11
pain and,-1.0876266458090265,2,11
digital eye,-1.0876266458090265,2,11
contaminants,-1.0876266458090265,2,11
protein intake,-1.0876266458090265,2,11
specifies,-1.0876266458090265,2,11
at high,-1.0876266458090265,2,11
economic,-1.0876266458090265,2,11
treating,-1.0876266458090265,2,11
workplace,-1.0876266458090265,2,11
years or,-1.0876266458090265,2,11
microwave-safe,-1.0881071684401613,49,96
safest,-1.0882827722793706,10,28
covers,-1.089910698665739,6,20
can look,-1.089910698665739,6,20
degradation,-1.0926044516100968,11,30
at the,-1.0949503701925738,23,52
don't have,-1.0980244794947167,12,32
how,-1.098459065302296,31,66
individuals,-1.098665858764901,5,18
request,-1.098665858764901,5,18
sensible,-1.098665858764901,5,18
gradual,-1.098665858764901,5,18
points,-1.098665858764901,5,18
tests show,-1.098665858764901,5,18
total,-1.1061962315289646,24,54
eye strain,-1.111303612943327,14,36
sources,-1.1119077215868114,20,47
of the,-1.112297269946795,42,85
employment,-1.1135558233413427,4,16
damaged,-1.1135558233413427,4,16
cutoff,-1.1135558233413427,4,16
analysis,-1.1135558233413427,4,16
layer,-1.1135558233413427,4,16
sheet,-1.1135558233413427,4,16
when the,-1.1135558233413427,4,16
vehicles,-1.1135558233413427,4,16
no that's,-1.1135558233413427,4,16
care,-1.1181418327213428,29,63
percentage,-1.1188523903209215,15,38
often,-1.1264549272500899,297,482
night,-1.1268547844743755,16,40
filter,-1.1268547844743755,16,40
surface,-1.1286110754779852,26,58
furniture,-1.1374781800018998,3,14
vary widely,-1.1374781800018998,3,14
deliberate,-1.1374781800018998,3,14
efficiency,-1.1374781800018998,3,14
pump,-1.1374781800018998,3,14
some older,-1.1374781800018998,3,14
flow,-1.1374781800018998,3,14
protective,-1.1374781800018998,3,14
size and,-1.1374781800018998,3,14
times,-1.1428090500983707,23,53
baking,-1.1462342154311653,35,74
effects,-1.1462342154311653,35,74
yes studies,-1.1468929834113375,1,9
dental associations,-1.1468929834113375,1,9
county,-1.1468929834113375,1,9
yes and,-1.1468929834113375,1,9
generally say,-1.1468929834113375,1,9
over weeks,-1.1468929834113375,1,9
that's practical,-1.1468929834113375,1,9
no rigorous,-1.1468929834113375,1,9
that depends,-1.1468929834113375,1,9
and health,-1.1468929834113375,1,9
using only,-1.1468929834113375,1,9
screen use,-1.1468929834113375,1,9
evidence supports,-1.1468929834113375,1,9
of research,-1.1468929834113375,1,9
slight,-1.1468929834113375,1,9
as those,-1.1468929834113375,1,9
on driving,-1.1468929834113375,1,9
effect the,-1.1468929834113375,1,9
formulation,-1.1468929834113375,1,9
followed,-1.1468929834113375,1,9
often find,-1.1468929834113375,1,9
fda has,-1.1468929834113375,1,9
however the,-1.1468929834113375,1,9
the more,-1.1468929834113375,1,9
can degrade,-1.1468929834113375,1,9
shown that,-1.1468929834113375,1,9
found some,-1.1468929834113375,1,9
was small,-1.1468929834113375,1,9
see if,-1.1468929834113375,1,9
older studies,-1.1468929834113375,1,9
supports,-1.1500307188174854,9,27
statement,-1.1500307188174854,9,27
dietary,-1.1500307188174854,9,27
available,-1.1509812329645577,10,29
resistance,-1.1510609071802458,8,25
and any,-1.1546519932399992,7,23
jurisdictions,-1.1546519932399992,7,23
government,-1.1546519932399992,7,23
not found,-1.1546519932399992,7,23
text,-1.1546519932399992,7,23
manual is,-1.1572318588804207,12,33
explain the,-1.1616171385317775,6,21
single,-1.1651463872831183,40,83
certain,-1.16948273682432,37,78
link,-1.1729371456219961,30,66
labels,-1.1729371456219961,30,66
cycles,-1.1731320908231133,5,19
zinc,-1.1731320908231133,5,19
temperature and,-1.1731320908231133,5,19
but that's,-1.1731320908231133,5,19
synthetic,-1.1737257100019116,15,39
thresholds,-1.1754351133151186,2,12
ghz,-1.1754351133151186,2,12
it's based,-1.1754351133151186,2,12
potentially,-1.1754351133151186,2,12
ophthalmology,-1.1754351133151186,2,12
compound,-1.1754351133151186,2,12
user,-1.1754351133151186,2,12
strains,-1.1754351133151186,2,12
those with,-1.1754351133151186,2,12
few small,-1.1754351133151186,2,12
databases,-1.1754351133151186,2,12
detailed,-1.1754351133151186,2,12
technology,-1.1754351133151186,2,12
they usually,-1.1754351133151186,2,12
rates,-1.1900833492530178,23,54
lenses,-1.1909628762361195,4,17
sizes,-1.1909628762361195,4,17
negotiation,-1.1909628762361195,4,17
insulation,-1.1909628762361195,4,17
depth,-1.1909628762361195,4,17
thermal,-1.1909628762361195,4,17
for long,-1.1909628762361195,4,17
sudden,-1.1909628762361195,4,17
primary,-1.1909628762361195,4,17
quality,-1.1923269958602745,39,82
requirements,-1.1952405590623159,18,45
range,-1.2052802648229273,29,65
modest,-1.2093027209670906,25,58
owner's manual,-1.2112500093771537,20,49
matters more,-1.2130793908479567,11,32
blanket,-1.213122687268863,9,28
this is,-1.213122687268863,9,28
rights,-1.213122687268863,9,28
records,-1.2161153652037577,8,26
groups,-1.2161153652037577,8,26
sensor,-1.2161153652037577,8,26
the ftc,-1.2178912277853329,3,15
mixed some,-1.2178912277853329,3,15
ev,-1.2178912277853329,3,15
jump,-1.2178912277853329,3,15
covered,-1.2178912277853329,3,15
google,-1.2178912277853329,3,15
country's,-1.2178912277853329,3,15
books,-1.2178912277853329,3,15
feeders,-1.2178912277853329,3,15
labeled,-1.2178912277853329,3,15
so it,-1.2178912277853329,3,15
is to,-1.2185467006694792,13,36
sensitivity,-1.2185467006694792,13,36
relevant,-1.221825321153754,7,24
rotation,-1.221825321153754,7,24
oral,-1.231070348003403,6,22
component,-1.231070348003403,6,22
observational,-1.231070348003403,6,22
chemistry,-1.231070348003403,6,22
french,-1.231070348003403,6,22
consensus,-1.231070348003403,6,22
features,-1.231070348003403,6,22
varies,-1.2368674433624351,43,90
definitions,-1.2368820129813867,1,10
yes many,-1.2368820129813867,1,10
originated,-1.2368820129813867,1,10
service or,-1.2368820129813867,1,10
category,-1.2368820129813867,1,10
and battery,-1.2368820129813867,1,10
increasing,-1.2368820129813867,1,10
in normal,-1.2368820129813867,1,10
data from,-1.2368820129813867,1,10
rated,-1.2368820129813867,1,10
and if,-1.2368820129813867,1,10
page on,-1.2368820129813867,1,10
studies by,-1.2368820129813867,1,10
best approach,-1.2368820129813867,1,10
subsequent,-1.2368820129813867,1,10
noted,-1.2368820129813867,1,10
irs publication,-1.2368820129813867,1,10
safest approach,-1.2368820129813867,1,10
your jurisdiction,-1.2368820129813867,1,10
office,-1.2393223886378584,17,44
few,-1.241766067956471,40,85
crime,-1.2450158240279154,5,20
precise,-1.2450158240279154,5,20
inch,-1.2450158240279154,5,20
exercise,-1.2458414615390427,18,46
generally,-1.2539111190712195,93,173
such,-1.2579537645496546,30,68
generally recommend,-1.2585727340032475,2,13
glucose,-1.2585727340032475,2,13
are small,-1.2585727340032475,2,13
are less,-1.2585727340032475,2,13
risk the,-1.2585727340032475,2,13
state's,-1.2585727340032475,2,13
plausible,-1.2585727340032475,2,13
foreign,-1.2585727340032475,2,13
utility,-1.2585727340032475,2,13
prudent,-1.2585727340032475,2,13
claim may,-1.2585727340032475,2,13
every months,-1.2585727340032475,2,13
gel,-1.2585727340032475,2,13
reported,-1.2585727340032475,2,13
methodology,-1.2585727340032475,2,13
formula,-1.265381964230633,4,18
in healthy,-1.265381964230633,4,18
comparing,-1.265381964230633,4,18
best guide,-1.265381964230633,4,18
no single,-1.265381964230633,4,18
no credible,-1.265381964230633,4,18
mechanic,-1.265381964230633,4,18
human,-1.272166309427888,12,35
is based,-1.272184191086266,10,31
reduction,-1.2740884124252452,13,37
lab,-1.2770030584010976,14,39
effect,-1.2779680214294356,108,198
the safest,-1.2795164629945837,8,27
language,-1.280745142615252,15,41
term,-1.2871488056653557,7,25
and whether,-1.2871488056653557,7,25
whether,-1.2872323980977938,37,81
increases,-1.2902037377361804,17,45
dissolve,-1.2948206181112276,3,16
and that,-1.2948206181112276,3,16
can ask,-1.2948206181112276,3,16
studies and,-1.2948206181112276,3,16
allows,-1.2948206181112276,3,16
for people,-1.2948206181112276,3,16
formal,-1.2984384396522373,6,23
cleaning,-1.2998542730311653,30,69
provide,-1.310403267056118,43,92
you can,-1.310630638721609,164,288
yes if,-1.3145310231079987,5,21
digital,-1.3145310231079987,5,21
transfer,-1.3145310231079987,5,21
patients,-1.321442212836136,1,11
firms,-1.321442212836136,1,11
experiments,-1.321442212836136,1,11
allowing,-1.321442212836136,1,11
for their,-1.321442212836136,1,11
specific study,-1.321442212836136,1,11
schedules,-1.321442212836136,1,11
and consumer,-1.321442212836136,1,11
below the,-1.321442212836136,1,11
effect size,-1.321442212836136,1,11
looked,-1.321442212836136,1,11
manual manufacturer,-1.321442212836136,1,11
data on,-1.321442212836136,1,11
replacement no,-1.321442212836136,1,11
city or,-1.321442212836136,1,11
distinguish,-1.321442212836136,1,11
hours for,-1.321442212836136,1,11
showing that,-1.321442212836136,1,11
idea the,-1.321442212836136,1,11
years and,-1.321442212836136,1,11
right approach,-1.321442212836136,1,11
dermatologists,-1.321442212836136,1,11
practical,-1.3286408582559004,13,38
exactly,-1.3286408582559004,13,38
can check,-1.3303519525680796,14,40
methods,-1.3303519525680796,14,40
threshold,-1.3308341669631936,10,32
third-party,-1.3349256398120253,9,30
known,-1.3349256398120253,9,30
to the,-1.336620778259997,34,77
response,-1.3370909932149933,4,19
criteria,-1.3370909932149933,4,19
are based,-1.3370909932149933,4,19
cleaners,-1.3370909932149933,4,19
mechanical,-1.3370909932149933,4,19
wildlife,-1.3376490481030734,2,14
controlled studies,-1.3376490481030734,2,14
slightly reduce,-1.3376490481030734,2,14
warn against,-1.3376490481030734,2,14
your city,-1.3376490481030734,2,14
to find,-1.3376490481030734,2,14
will give,-1.3376490481030734,2,14
finish,-1.3376490481030734,2,14
recommend replacing,-1.3376490481030734,2,14
the world,-1.3376490481030734,2,14
english,-1.3376490481030734,2,14
title,-1.3376490481030734,2,14
above,-1.3403429639128872,17,46
engines,-1.3413637955485682,8,28
strong evidence,-1.3413637955485682,8,28
wine,-1.3413637955485682,8,28
contact,-1.3467858105978077,43,93
is about,-1.3507437009857237,7,26
don't make,-1.3507437009857237,7,26
under,-1.3545498614161604,40,88
produce,-1.361187678307976,21,54
frequently,-1.3638712223408258,6,24
it was,-1.3638712223408258,6,24
distance,-1.3638712223408258,6,24
yes for,-1.3686345732080996,3,17
your state,-1.3686345732080996,3,17
exclusions,-1.3686345732080996,3,17
reporting,-1.3686345732080996,3,17
degrade,-1.3818657811113138,5,22
